block_id	offset	encoded_length	text
18	21	9	DA94,IDA
80	219	5	DA?T
20	121	9	DAAD0IA
35	7858	9	DAAD0IDA
21	836	9	DAE40AV.C
20	1687	9	DAJD0CDA
1	1687	6	DAMSKILL
82	4629	6	DANATAT
20	4505	4	DANCE
64	4728	7	DATA BANK
20	6353	9	DAVE'S DINER
17	5696	40	DE SADE AND RAM AGENTS ARE EXAMINING ROMNEY'S PAPERS.
17	881	152	DE SADE APPROACHES. 'I WARNED BERKELEY THAT YOU WOULD BE MORE TROUBLE THAN YOU'RE WORTH. GO TO THE CORONATION HALL IN THE SOUTHWEST CORNER OF THE STATION AT ONCE, AND STAY OUT OF OTHER PEOPLE'S FIGHTS.'
17	5612	42	DE SADE ENTERTAINS YOU FOR A WHILE LONGER, THEN LEAVES.
19	1242	41	DEBRIS FROM THE DESTROYED SHIP TINKS AGAINST THE HULL.
33	5832	6	DECLINE
37	1900	6	DECLINE
66	2354	6	DECLINE
66	5451	6	DECLINE
81	575	73	DEFLATES THE RECEPTIONIST'S SUSPICION. SHE WAVES YOU PAST AND LOOKS BACK TO HER COMPUTER SCREEN.
112	6611	5	DEFUSE
36	1335	3	DEMO
36	5340	3	DEMO
49	1118	9	DEMO CHARGE
65	670	9	DEMO CHARGE
81	1133	9	DEMO CHARGE
81	1260	9	DEMO CHARGE
20	763	6	DEPOSIT
20	1067	15	DEPOSIT WHAT AMOUNT?
32	1206	15	DESALINIZATION PLANT
36	227	6	DESCEND
36	7133	53	DESTROY THE COMPUTER RECORDS IN THE ROOM I WAS HIDING IN. THEN WE CAN
33	5639	10	DESTROY THEM?
1	1846	3	DIFF
1	2041	3	DIFF
1	2237	3	DIFF
80	6514	31	DIGITAL BEINGS ARE BARRED FROM THIS CELL.
48	8441	6	DIRECTOR
112	6775	14	DISARMS THE BOMB!
1	1591	3	DIST
96	1139	12	DISTRACT PIRATES
19	8694	54	DISTRESS CALLS GO OUT. OTHER SHIPS AT THE PORT LAUNCH AN ATTACK ON YOU!
65	1204	21	DO YOU ACTIVATE THE HUMMER?
65	2574	21	DO YOU ACTIVATE THE HUMMER?
37	7147	21	DO YOU ASK HIM ABOUT CHADE?
34	3630	24	DO YOU ASK HIM TO COME WITH YOU?
34	7662	28	DO YOU BARRICADE THE DOOR BEHIND YOU?
113	7043	27	DO YOU DROP THE WASPHOPPER GRUBS IN?
113	7362	22	DO YOU DROP THEM IN THE TANK?
112	438	23	DO YOU GO ON TO LEANDER'S LAB?
98	5925	22	DO YOU HAVE A DEAL TO OFFER?'
32	3842	15	DO YOU HELP BAD DOG?
32	4390	33	DO YOU HELP THE DISTRAUGHT WARREN DWELLERS?
19	5676	42	DO YOU PAY THEM THE MONEY YOU OWE FOR DAMAGING THE PORT?
19	8328	12	DO YOU PAY THEM?
18	6715	15	DO YOU PAY YOUR BET?
38	8891	9	DO YOU PAY?
32	2770	25	DO YOU PRESS THE DEVICE'S BUTTON?
32	6417	25	DO YOU PRESS THE DEVICE'S BUTTON?
33	4007	18	DO YOU PROMISE TO HELP?
65	5699	19	DO YOU REPAIR THE HUMMER?
82	2914	18	DO YOU SEARCH THE CABIN?
37	7843	18	DO YOU SEARCH THE HOLE?
98	3188	20	DO YOU SHOW THEM THE PASS?
113	3644	15	DO YOU SHUT IT DOWN?
38	3390	12	DO YOU SIT DOWN?
38	8295	17	DO YOU SPARE HIS LIFE?
36	369	15	DO YOU STEP ON THE
97	4924	39	DO YOU SUGGEST TRYING TO COOPERATE WITH THE PIRATES?
33	5554	27	DO YOU TAKE SOME OF THE WEAPONS FOR
113	5897	13	DO YOU TAKE THEM?
17	5209	34	DO YOU TELL HIM ABOUT ROMNEY AND THE TERRANS?
112	8450	10	DO YOU TRAIN?
98	4180	48	DO YOU TRY TO CONVINCE THE STORMRIDERS TO WORK WITH THE PIRATES?
81	494	21	DO YOU TRY TO FAST TALK HER?
96	3599	18	DO YOU TRY TO FIX THEM?
64	8222	18	DO YOU USE THE COMPUTER?
96	8744	21	DO YOU USE THE TECHS' GEAR?
98	7633	21	DO YOU USE THE TECHS' GEAR?
19	422	30	DO YOU WANT TO FIX ANOTHER TEAM MEMBER?
19	278	23	DO YOU WANT TO USE THE CLINIC?
1	714	30	DO YOU WISH TO SET ANY PARTY VARIABLES?
1	626	25	DO YOU WISH TO SET X,Y POSITIONS?
33	4543	6	DO YOU?
17	7077	12	DOCKSIDE SUPPLY
18	5543	22	DOESN'T HAVE ENOUGH CREDITS!
38	2976	21	DOESN'T HAVE ENOUGH MONEY.
20	6654	43	DOESN'T HAVE ENOUGH MONEY. DOES ANYONE ELSE WANT TO PAY?
33	8191	38	DOESN'T HAVE ENOUGH MONEY. WILL SOMEONE ELSE PAY?
65	4958	3	DOME
95	4270	3	DONE
95	4465	3	DONE
95	4861	3	DONE
95	5284	3	DONE
95	5576	3	DONE
95	5780	3	DONE
36	4410	15	DOOR IN FRONT OF YOU
34	7166	33	DOOR, THEN CHARGES THE FORCE TO THE EAST.
65	3033	24	DOORS HISS OPEN IN THE DISTANCE.
84	6943	6	DOWN LVL
84	7051	6	DOWN LVL
84	7151	6	DOWN LVL
113	7586	55	DOWN THE CORRIDOR, A WASPHOPPER AND A WELL DRESSED FOUNDATION MAN BATTLE.
65	1747	105	DR. COLDOR COMES OVER, HOLDING A PALM SIZED DEVICE. 'I WAS ABLE TO HOLD THE PLANTS OFF WITH THIS HUMMER. IT IS A PROTOTYPE I AM DEVELOPING.'
65	1606	94	DR. COLDOR IS AGAINST THE WALL, MENACED BY STRANGE PLANT GENNIES. THE CREATURES SEEM TO BE SCARED BY SOMETHING SHE'S HOLDING.
84	5432	20	DR. JEROD MALCOLN ATTACKS!
114	158	24	DR. MAKALI, COME WITH ME. TEAM,
84	5291	60	DR. MALCOLN BEGINS PULLING ON ARMOR. THE OTHER SCIENTISTS MOVE ACROSS THE ROOM.
32	291	17	DR. ROMNEY COLLAPSES!
1	357	6	DROPBUCK
80	4215	5	DROPS
80	4298	32	DROPS A CABLE DOWN. THE OTHERS CLIMB OUT.
96	3527	29	DRUM CYLINDERS STAND NEXT TO THE WALL.
1	267	3	DUEL
17	2681	9	DUKE'S HILL
19	2972	9	DUKE'S HILL
34	3250	51	DX1AN OLD MAN, DOUBTLESS PROFESSOR CHADE, SLEEPS ON A CARDBOARD BOX
48	6158	22	DX4RINGS ETCHED WITH THE DES
35	4395	51	DX9I HAVE THE CRYSTALS YOU NEED. I EXPECT TO BE PAID WELL FOR MY CO
35	4180	51	DX?PROMOTED FROM MARS SECURITY TO CERES BASE. CURRENTLY REINITIATIN
49	8108	58	DXAZ AFTER A BIT, THE TREMORS SUBSIDE. THE MINERS HAVE ALL CLEARED OUT EXCEPT
38	8798	19	DXEA KINGSDXEAN ACESB
36	4392	22	DXKLEFT-HAND DOORXDXODOOR
49	5731	19	DXQ AND DOWNWARDS TO THE
114	6705	23	DXTIS REDEPLOYING HER ROBOTS.
34	4880	68	E BEGINS POKING UNDER SEATS, MUTTERING, 'THEY MUST BE HERE SOMEWHERE.' HE FINALLY GIVES UP
34	5747	68	E BEGINS SEARCHING THE ROOM, THEN SUDDENLY PULLS UP AND COCKS HIS HEAD TO ONE SIDE AS THOU
34	5482	68	E BLUNDERS ABOUT THE ROOM. 'I COULD'VE SWORN MY NOTES WERE IN HERE. MAYBE THEY'RE IN THE C
34	6384	68	E CHARGES, SHOUTING 'LET HER GO!' THE ASSASSINS STRIKE HIM WITH THEIR RIFLES AND AFG 2QA
82	7396	86	E DETECTED UNUSUAL MAGNETIC READINGS FROM THE BASEMENT. THEY MAY BE INVOLVED IN YOUR INVESTIGATION. PLEASE KEEP TH
33	2094	86	E ENTERED TO BREAK A WATER PIPE. THE RESIDENTS WOULD DRIVE THEM OUT. STEAM FILLS THE AIR AS WATER MEETS FIRE.CLQ
96	1294	86	E HELD OUT MUCH LONGER. THE PIRATES HAVE BEGUN ROUNDING US UP, KNOWING THAT THEY CANNOT RUN THIS SHIP WITHOUT OUR
34	8632	68	E HURLS HIMSELF AT THE AGENTS. HIS BODY ERUPTS IN A SHOWER OF SPARKS AS HE IS RIDDLED WITH
81	4257	86	E MUCH TO DO. I WOULD JUST BE A BURDEN TO YOU, SO I'LL WAIT HERE FOR YOU. GET ME AFTER YOU COMPLETE YOUR GOAL HERE
96	4844	86	E NOT DRIVEN THE SHIP TOTALLY INSANE WITH THEIR STUNNERS. OTHERWISE, WE MAY HAVE TO USE THEM TO STEER THE SHIP AS
97	486	86	E THE HONOR OF BEING THE FIRST NON-JOVIAN PASSENGERS ON OUR LIVING SHIP. SONICS ARE THE KEY TO ITS CONTROL AS YOU
1	3583	80	E TURNS AWKWARDLY TOWARDS YOU. 'PARDON ME. WE ARE BORN TO WEIGHTLESSNESS. EVEN THIS MINIMAL GRAVITY IS AN
37	7698	68	E'S MEAGER BELONGINGS ARE SCATTERED ABOUT, AND A WARDROBE INCLUDING DRESSES - PRESUMABLY H
37	7885	68	E'S THINGS: CANTEENS, A BOTTLE OF SUNBLOCK, A SUN HAT - ITEMS FOR A TRIP TO THE DESERT.JQ
37	4874	68	E, I TELL YA. HE HAD ME TAKE HIM FOOD ONCE, SEEN THE BATTY GUY WITH MY OWN EYES, AND HIS D
1	1124	6	E. RJ:
1	1142	8	E. THACO:
98	8428	111	EACH HOLE HAS TWO SMALLER HOLES INSIDE IT WHERE WHAT SEEM TO BE NERVE ENDINGS ARE EXPOSED. THE SHAPE OF THE HOLES SUGGEST A DEVICE CAN BE INSERTED.
95	5749	18	EACH UNIT COSTS 2000 CR.
19	7878	20	EASES THE SHIP INTO DOCK.
1	1836	3	EASY
1	2031	3	EASY
1	2227	3	EASY
33	935	29	ECGS ARE DESTROYING ALL IN THEIR PATH.
37	763	29	ECGS ARE DESTROYING ALL IN THEIR PATH.
33	2511	42	ECGS ARE SLAUGHTERING THE SPRAWL RESIDENTS. DO YOU HELP?
34	5381	19	ECGS BARGE INTO THE ROOM!
37	4404	24	ECGS BURST THROUGH THE FAR DOOR!
114	2679	18	ECGS CREEP FROM HIDING!
33	1939	24	ECGS HAVE KILLED THE RESIDENTS.
34	1437	4	ECGS!
36	2219	4	ECGS!
20	6334	9	EETBUGS B+G
80	6304	55	ELECTRIC SCREAMS TELL YOU SCOT IS STILL IN PERIL. TRY TO SHUT MORE CELLS?
82	3343	4	ELROY
114	8894	15	ENEMY INFILTRATORS!
95	4803	8	ENGINE HAS
19	7660	6	ENGINE.
19	6391	6	ENGINES:
95	4359	9	ENGINES:
95	4455	3	ENGN
48	4293	19	ENTER THE VILLAGE ANYWAY?
50	3247	21	EP28Q0KT EB0FPAP,
17	2512	6	EPHESUS
95	4255	6	ESTIMATE
66	1946	76	EVEN AS YOUR SHIP'S EXHAUST FADES TO A POINT OF LIGHT, ANOTHER, MORE VIVIDLY COLORED SHIP APPROACHES.
20	2097	27	EVERYONE IS TIRED OF YOUR QUESTIONS.
98	8346	6	EXAMINE
98	8401	6	EXAMINE
32	1231	13	EXOTIC CROPS DOME
82	5845	58	EXPLOSIONS ROCK THE BASE! LIGHTS FLICKER AS ASSASSINS BURST THROUGH THE DOOR!
1	699	6	FACING:
82	4945	13	FAILED TO ACCESS.
112	8190	6	FAILS.
49	1671	31	FALLS, KNOCKING THE TEAM DOWN THE SHAFT!
48	8224	46	FAR ACROSS A CLEARING, YOU SEE SID REFUGE, THE PURGE CYBORG!
38	299	36	FAST MUSIC PLAYS THROUGH WALL MOUNTED SPEAKERS.
113	1475	46	FEELING RETURNS TO YOUR NUMBED LIMBS AS THE MAN TURNS TO YOU.
114	4664	24	FIERCE WINDS BUFFET THE CRAFT.
33	5840	4	FIGHT
66	5459	4	FIGHT
80	9013	4	FIGHT
95	1847	4	FIGHT
33	6204	9	FIGHT MONKS
1	956	17	FIGHT WHICH SHIP TYPE?
98	2155	17	FIGHT WITH STORMRIDERS
98	2602	17	FIGHT WITH STORMRIDERS
80	6690	17	FILES ON A SPY AT NEO!
18	1460	22	FIND DR. CHADE IN LOSANGELORG
18	1701	18	FIND DR. COLDOR ON LUNA
18	1783	29	FIND DR. MALCOLN AT PURGE HEADQUARTERS
18	1514	37	FIND THAT GRAVITATIONAL MECHANICS EXPERT ON VENUS
36	3144	5	FINDS
48	2140	31	FINDS SHELTER UNDER A ROCKY OUTCROPPING.
98	6643	90	FIRST TRY TO REPAIR THE INSTRUMENTS IN THE BRAIN. THERE ARE TWO. ONE AT THE BACK OF EACH HEMISPHERE ON THE LEVELS ABOVE.
82	6869	58	FIRST WE NEED TO REACH THE SECONDARY COMPUTER CONTROLS ON LEVEL 2. LET'S GO!'
19	4722	3	FLEE
34	8211	3	FLEE
49	5895	3	FLEE
50	3915	3	FLEE
112	4244	3	FLEE
113	2738	3	FLEE
35	2073	5	FOLLOW
34	5901	9	FOLLOW CHADE
34	7215	9	FOLLOW STEFI
80	3462	16	FOR THE SECOND TIER,
35	7632	4	FORCE
50	3565	12	FORCES ATTACK!
50	3873	16	FORCES STAND GUARD.
48	2442	93	FORTUNATELY, THOSE SAME WINDS DRIVE THE STORM, AND IT SOON PASSES. CLOUDS STILL REMAIN OVERHEAD, BUT LOOK LESS THREATENING.
113	2628	19	FOUNDATION GUARDS ATTACK!
20	6372	9	FREEFALL B+G
114	3928	11	FROM THE NET.
66	1809	53	FROM THE VIEWSCREEN, YOU WATCH YOUR SHIP, WAITING FOR ITS DESTRUCTION.
32	1254	12	FRUIT CROP DOME
18	4549	3	FUEL
95	3850	3	FUEL
95	5211	14	FUEL CAPACITY: 450
49	3671	96	FURTHER INVESTIGATION REVEALS THAT THE COOKER IS POWERED BY A LIGHTWEIGHT ATOMIC GENERATOR WHICH IS HIDDEN UNDER A HIDE BLANKET.
37	1819	58	GANG MEMBERS STUDY YOU. TWO STEP FORWARD. 'OUR LEADERS WANT TO TALK TO YOU.'
33	3112	66	GANG MEMBERS WITH LEECH TATTOOS FALL BACK PAST YOU. 'WHITE MONKS!  WE'RE UNDER ATTACK!'
80	5239	19	GANGS HELP YOU TO SAFETY.
33	7441	84	GARGOYLE ESCAPED DURING THE BATTLE. 'YOU FIND THAT WORM AND BRING HIM TO ME. HIM AND ME ARE GOING TO HAVE A LIT
33	6983	87	GARGOYLE TURNS TO YOU. 'LOA-LOA DIDN'T HAVE CHADE. IT MUST BE YOU OUTSIDERS. ALWAYS THE OUTSIDERS STIRRING UP MUCK.'
84	2574	30	GAS FILLS THE ROOM. THE SCIENTIST FALLS.
66	2391	82	GE INTO A FORCE FIELD. THE MAN SHAKES HIS HEAD. 'HOWEVER, YOU MAY NOT BE SO TALENTED AFTER ALL.'JPDA!85L?
96	7365	3	GEAR
65	1140	21	GENNIES SHAMBLE TOWARD YOU.
36	7199	14	GET MY PAPERS AND
36	7223	51	GET OUT OF HERE. RAM IS CERTAINLY SENDING DOWN MORE TROOPS ALREADY.'
64	5237	10	GIOTTO MINING
2	88	21	GIVE ALL NUMBERS IN DECIMAL.
33	4423	29	GIVE ME THE WEAPONS YOU GOT FROM RAM.
33	4740	9	GIVE WEAPONS
37	1892	6	GO ALONG
36	774	6	GO DOWN
98	6389	100	GO DOWN TO THE PROPULSION AREA ON THE LOWEST LEVEL AND SHOOT THE NERVES THERE WITH THESE STUNNERS. IT WILL GET THE SHIP GOING AGAIN.'
82	7642	122	GO TO THE MAIN COMPUTER ON THE FOURTH LEVEL. THE PASSWORD IS 'DANATAT.' YOU WON'T HAVE MUCH TIME AFTER YOU TRIGGER IT. I CAN'T AFFECT THE TIMER, SO MOVE QUICKLY!'
36	266	4	GO UP
18	208	57	GOOD JOB, TEAM. A LITTLE OF LORD BERKELEY'S PHILOSOPHY IS JUST WHAT MERCURY
17	8761	12	GOOD WORK TEAM!
64	2027	3	GRAB
64	2250	3	GRAB
37	5354	6	GRAB HIM
32	1188	8	GRAIN DOME
50	4892	14	GREET LEANDER AND
37	919	8	GROTESQUES
37	2774	42	GROTESQUES ARE MAKING PLANS TO TAKE OVER THE BASEMENT.
33	6723	70	GROTESQUES FILL THE ROOM. GARGOYLE STANDS OVER A DAIS, POISING A DAGGER OVER LOA-LOA'S HEART.
34	7226	8	GUARD DOOR
81	2869	11	GUARDS ATTACK!
113	2317	11	GUARDS ATTACK!
113	803	27	GUARDS COME IN. THEIR LEADER SPEAKS.
21	1607	24	GUARDS HOLD THE BRIDGE CONTROLS.
21	1785	24	GUARDS HOLD THE ENGINE CONTROLS.
84	4512	56	GUARDS POUR IN FROM THE NEXT ROOM! HANIBL SOOTH AND THE TECHNICIAN ATTACK!
113	5733	12	GUARDS RESPOND.
64	5909	24	GUARDS RUSH IN AND ALARMS RING.
114	4705	19	GUIDES IT DOWN SMOOTHLY!
112	5995	51	GUNFIRE SPRAYS AROUND YOU! THE SOLDIER IS HIT AS YOU DUCK FOR COVER!
17	3327	7	GYRFALCON
19	4710	3	HAIL
19	4783	15	HAILS THE CRUISER.
17	2669	6	HARRIER
37	6474	85	HAVE WINK BY THE COLLAR, HIS EYES BLINKING MADLY. HE SCREAMS AS THEY APPLY A NEW TECHNIQUE TO THEIR QUESTIONING.
98	6038	63	HE AGREES TO HELP YOU GET TO JUPITER IF YOU CAN RESTORE THE STORMRIDER EQUIPMENT. '
50	4119	31	HE APPROACHES AND GLANCES AT YOUR HANDS.
38	5460	56	HE CLICKS A FEW KEYS ON THE SMALL COMPUTER, AND THEN HANDS YOUR CARD BACK.
34	7529	57	HE CLUTCHES AT YOU. 'THE PROFESSOR... PROTECT HER.' THEN HIS EYES GO DARK.
66	2903	9	HE CONTINUES
81	5655	10	HE CONTINUES
50	2178	10	HE CONTINUES,
64	1104	10	HE CONTINUES,
98	5611	23	HE DOESN'T LIKE YOUR PROPOSAL.
50	5515	21	HE DRAWS HIS GUN AND FIRES!
34	3786	22	HE DRIFTS OFF TO SLEEP AGAIN.
113	248	70	HE DROPS YOU OFF AT THEIR AIR LOCK. 'GOOD LUCK!' TSUBULU FLIES THE SHUTTLE TO A HIDING PLACE.
35	2175	21	HE EXITS THE COMMAND CENTER.
17	5521	87	HE EYES YOU FOR A LONG MOMENT, DEBATING SOMETHING IN HIS MIND. HE FLASHES A SEDUCTIVE SMILE AND CHANGES THE SUBJECT.
18	6963	32	HE EYES YOU WITH DISAPPROVAL AS HE LEAVES.
80	6861	53	HE FLOWS OUT OF THE CELL. 'DESTROY,' HE GASPS. YOU HAVE ONLY A MOMENT.
65	210	101	HE GIVES A METALLIC LAUGH. 'FOOLS! YOUR FUTILE STRUGGLES DO NOT IMPRESS ME. I HAVE DRAINED THIS MISGUIDED SCIENTIST OF HER KNOWLEDGE!'
34	3519	108	HE GOES ON TO TELL YOU HOW HE CRASHED IN THE SPRAWL AND ALL THE TORMENTS HE'S GONE THROUGH, WHICH YOU DON'T BOTHER TO RECORD IN YOUR LOG BOOK.
112	9096	40	HE HANDS YOU THE GRUBS. 'MEET ME AT THE LANDING PAD.'
50	5045	24	HE HURRIES SOUTH. DO YOU FOLLOW?
49	8223	42	HE IS HEAVILY INJURED, BUT STILL ALIVE. DO YOU HELP HIM?
113	7730	57	HE IS OVERWHELMED AND CRIES OUT, 'ARGH! GET OFF ME! GET OFF ME, CURSE YOU!'
81	5721	61	HE JOINS UP WITH YOU. 'DON'T WORRY...IF THERE'S ANY TROUBLE, I'LL DUCK FOR COVER.
48	5784	59	HE JOINS YOU. 'WHERE ISS MY DADDY?' HE CRIES. YOU COMFORT HIM AS BEST YOU CAN.
38	6197	20	HE LEAVES FOR THE SURFACE.
18	6163	8	HE LEAVES.
112	9140	8	HE LEAVES.
84	3581	68	HE LOOKS UP AND SEES YOU. 'WHAT? AGENTS OF NEO? QUICKLY, FRIENDS, WE MUST ELIMINATE THEM!'
48	5628	47	HE LOOKS UP AT YOU PITEOUSLY. DO YOU TAKE HIM INTO YOUR PARTY?
38	2462	79	HE LOOKS UP AT YOU. 'HEY, CAN YOU SPARE 80 CREDITS FOR AN EX-SOLDIER? I WANT TO BY A CUP OF REAL COFFEE.'
80	3632	21	HE MUST STAY AT THE BOTTOM.
66	7275	31	HE NODS AT YOUR EXCUSE. 'OKAY, CARRY ON.'
81	3642	12	HE NOTICES YOU.
48	7551	96	HE OPENS IT AND PULLS OUT A PIECE OF PAPER. HE UNFOLDS IT, BUT BEFORE HE CAN READ IT, ONE OF HIS TROOPS HOLDS UP A SMALL DEVICE.
84	3008	36	HE PLEADS WITH YOU. 'P-PLEASE DON'T KILL ME...'
37	7234	27	HE POINTS TO THE ROOM TO THE NORTH.
66	2784	61	HE QUIRKS AN EYEBROW IRONICALLY. 'OF COURSE, I'M SURE YOU'D KNOW NOTHING OF THAT.
82	3754	50	HE REACHES INTO HIS VEST. YOU HEAR A CLICK AND HE STARTS TO LAUGH.
38	2545	33	HE REACHES UP TO YOU. DO YOU GIVE HIM MONEY?
34	1736	72	HE REPLIES, 'OF COURSE, STEFI. NOW GO BACK TO YOUR ROOM. I HAVE IMPORTANT MATTERS TO ATTEND TO.'
50	8229	33	HE RETRIEVES A MAP PRINTOUT FROM A COMPUTER,
50	5082	24	HE RUNS THROUGH THE SOUTH DOOR.
112	2640	11	HE RUSHES OFF.
37	5657	59	HE SAYS HE WILL TELL YOU ANYTHING YOU WANT TO KNOW. WHAT DO YOU ASK HIM ABOUT?
37	5384	15	HE SCREAMS FOR HELP.
113	5689	27	HE SEES YOU AND ACTIVATES AN ALARM.
48	8346	63	HE SEES YOU AND LAUGHS. ACTIVATING A ROCKET BELT, HE FLIES OVER A RIDGE AND IS GONE.
38	8226	65	HE SEES YOU! CRINGING WITH FEAR, HE PLEADS FOR HIS LIFE. 'P-PLEASE, D-DON'T KILL ME...
64	1613	22	HE SHOUTS FOR REINFORCEMENTS.
48	8676	27	HE SITS DOWN TO REST. YOU LEAVE HIM.
37	7060	71	HE SLUMPS DOWN, WAVING YOU AWAY. 'I'LL RECOVER. THINK I'LL NEED TO FIND A NEW WARREN, THOUGH.'
81	4171	14	HE SPEAKS TO YOU,
113	1525	8	HE SPEAKS,
82	3875	48	HE SPINS OUT THE DOOR FROM THE IMPACT! YOU QUICKLY FOLLOW AFTER.
38	234	22	HE SPRINTS AROUND THE CORNER.
82	2564	126	HE TAKES IT TO HIS LAB TABLE AND EXAMINES IT INTENTLY. 'THIS IS AN IMPRESSIVE PIECE OF WORKMANSHIP! IT IS AN UNTRACEABLE COMMUNICATIONS DEVICE TUNED TO RAM FREQUENCIES.
48	6616	40	HE TAKES ZANE FROM YOU AND LEADS HIM INTO THE FOREST.
80	2441	15	HE TELLS HIS STORY,
48	2852	24	HE THROWS HIS SPEAR. THE OTHER
20	7283	59	HE WAS TAKEN CARE OF BY ELITE TROOPS, BUT THE VERY IDEA! I CAN'T BELIEVE IT.'
20	1242	3	HEAL
20	1404	8	HEALING...
24	467	34	HELP CAN ARRIVE FROM UNEXPECTED DIRECTIONS...
80	6615	6	HELP HIM
33	3197	9	HELP LEECHES
17	6368	9	HELP ROMNEY
114	3134	6	HER PLAN
80	7987	7	HER STORY
112	2158	7	HER WORDS
65	4963	7	HERBICIDE
20	6413	8	HEXABURGER
32	3784	54	HEY, YOU GUYS HAVE GUNS...MAYBE YOU COULD DO SOMETHING ABOUT ALL THIS?'
21	2620	3	HIDE
96	770	3	HIDE
96	2424	3	HIDE
97	1043	3	HIDE
113	2743	3	HIDE
50	6984	10	HIDE AND WAIT
48	7393	12	HIDE IN SHADOWS
34	3442	73	HIS EYES CLEAR QUICKLY AT YOUR WORDS. 'SO THAT'S WHY RAM IS AFTER ME. I WAS BEGINNING TO WONDER.'
37	2141	15	HIS FOLLOWERS CROW.
66	2915	7	HIS OFFER
49	2293	12	HIS SHAKY WORDS
48	3942	8	HIS SPEECH
113	1536	8	HIS SPEECH
48	6597	7	HIS STORY
80	1286	7	HIS STORY
81	4188	15	HIS WEAKENED SPEECH
81	5668	15	HIS WEAKENED SPEECH
18	2122	7	HIS WORDS
48	8581	7	HIS WORDS
50	2191	7	HIS WORDS
112	9084	7	HIS WORDS
84	2265	33	HOPELESSLY RUINS THE LASER GUN COMPONENTS.
38	5223	18	HOW ABOUT SOMEONE ELSE?'
49	7049	15	HOW DO YOU RESPOND?
1	1363	31	HOW MANY EXPERIENCE POINTS FOR THE PARTY?
1	2282	21	HOW MANY FACES ON THE DICE?
2	414	7	HOW MANY?
2	494	7	HOW MANY?
2	574	7	HOW MANY?
18	7532	7	HOW MUCH?
20	5715	7	HOW MUCH?
65	4157	51	HOWEVER MANY OF THEM ARE UP WORKING ON THE DOME AND UNABLE TO HELP.
95	4435	3	HULL
95	4544	6	HULL HAS
19	6260	4	HULL:
95	4291	9	HULL:
20	6456	11	HUNGRY LEOPARD
48	1832	34	HUNTING VENUSIAN DINOSAURS CRASH TOWARDS YOU.
96	878	23	HYPER-CRABS APPEAR BEFORE YOU.
97	6141	25	HYPER-CRABS RISE FROM THE DEBRIS.
50	8435	9	I AM BACK.'
48	604	28	I AM SSORRY THAT WE WERE SSEPARATED.'
37	4608	78	I AM WORKING ON SOCIAL REFORMS HERE IN THE WARREN. BUT I CAN'T GET ANYTHING DONE WITH THIS CHADE AROUND.
18	2580	84	I CAN GATHER, I SUSPECT THAT RESEARCH IN GRAVITATIONAL MECHANICS IS BEING DONE SOMEWHERE IN THE VENUS LOWLANDS.
80	8381	30	I MOURN HIM. HE DIED TRYING TO SAVE US.'
37	3446	53	I'LL TELL YOU WHERE HE IS, FOR A FAVOR. WILL YOU DO SOMETHING FOR ME?'
64	4957	28	I'M AFRAID YOU WILL HAVE TO LEAVE.'
36	7604	84	ICALLY. 'KILL ME IF YOU WILL, BUT I WILL NOT ALLOW RAM TO USE MY FUSION CHAMBER AS A WEAPON. NEVER AGAIN WILL TH
2	220	24	IGNORE 'EQUIPMENT HIDE' OPTION?
17	3230	8	IGNORE HIM
20	4494	9	IMMITATIONS
1	1851	8	IMPOSSIBLE
1	2046	8	IMPOSSIBLE
1	2242	8	IMPOSSIBLE
64	2139	97	IN RESPONSE SHE SAYS, 'I WAS WARNED THAT OTHER'S WERE AFTER MY SECRETS. SORRY, BUT NEO HAS MY SERVICES.' SHE ENTERS THE JET CAR.
65	4054	56	IN THE BACKGROUND, DR. COLDOR SLIPS FROM THE AIRSHAFT AND INTO THE ROCKET.
37	5482	13	IN THE BOY'S HAND
96	976	12	IN THE DISTANCE
36	4683	37	IN THE DISTANCE, YOU HEAR STEFI'S CRIES FOR HELP.
96	4112	46	IN THE EAST CORRIDOR. THEY GO IN THE FIRST DOOR ON THE RIGHT.
38	1684	12	IN TOWER ISLE.
96	6757	101	IN YOUR QUARTERS, YOU WAIT OUT THE LONG JOURNEY TO JUPITER, WATCHING THE SUN GROW EVER MORE DISTANT AND TAKING THE TIME TO RECUPERATE.
97	6548	101	IN YOUR QUARTERS, YOU WAIT OUT THE LONG JOURNEY TO JUPITER, WATCHING THE SUN GROW EVER MORE DISTANT AND TAKING THE TIME TO RECUPERATE.
98	2653	101	IN YOUR QUARTERS, YOU WAIT OUT THE LONG JOURNEY TO JUPITER, WATCHING THE SUN GROW EVER MORE DISTANT AND TAKING THE TIME TO RECUPERATE.
32	826	14	INDUSTRIAL COMPLEX
2	314	15	INPUT LANDTYPE BYTE.
2	252	15	INPUT TERRAIN BYTE.
19	4828	8	INTIMIDATE
96	8841	8	INTIMIDATE
97	6975	8	INTIMIDATE
98	8096	8	INTIMIDATE
33	2209	7	INTRUDERS
112	6666	9	INVALID CODE
95	3182	9	INVESTIGATE
80	8972	16	INVESTIGATE FURTHER?
19	505	21	IS ALREADY IN GOOD HEALTH.
114	3801	20	IS BLOWN HELPLESSLY AWAY!
17	8533	8	IS DEAD.
18	5101	12	IS DEAD. SORRY.
19	469	12	IS DEAD. SORRY.
20	1468	12	IS DEAD. SORRY.
